id,score,distance,victims
410387,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
17735,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
476718,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
309199,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
492271,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
976813,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
960672,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
242533,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
739870,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
237041,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
469626,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
395411,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
611908,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
155195,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
825201,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
426938,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
725724,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
990941,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
40172,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
141478,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
197587,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
434959,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
708689,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
66650,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
674579,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
937501,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
249172,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
282465,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
542626,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
129139,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
575489,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
87029,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
498822,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
487452,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
582908,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
72968,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
740900,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
447442,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
650393,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
51788,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
678162,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
973050,11185.546187385917,654.75,91 90 88 87 86 83 71 70 64 63 62 80 81 82 84 89 95 96 98 99 94 97 77 74 76 69 68 66 60 59 67 65 61 19 23 29 30 33 34 41 75 78 79 72 56 55 51 46 48 50 49 52 58 45 40 36 35 42 43 44 47 53 54 57 39 38 31 26 27 28 32 37 25 17 7 13 16 12 6 2 3 0 4 8 21 20 24 73 1 9 22 18 14 15 10 5 11
