226,10,-8,0.864838,4
255,23,-16,0.75573426,4
254,23,-18,0.76314294,4
267,27,-23,0.75565094,4
271,28,-22,0.8892655,4
288,36,-20,0.8876873,4
284,35,-27,0.6998813,3
279,32,-28,0.87818366,4
277,31,-25,0.51310635,3
281,32,-19,0.8292377,4
274,30,-18,0.4452758,2
292,41,-3,0.65955305,3
297,42,-9,0.8288089,4
294,42,-13,0.6686714,3
304,46,-18,0.87868106,4
291,40,-32,0.63087744,3
289,40,-33,0.8773403,4
290,38,-38,0.50090915,3
256,24,-37,0.85378253,4
252,23,-38,0.6665248,3
244,18,-40,0.34548604,2
243,18,-41,0.6308269,3
241,17,-42,0.44658813,2
240,17,-44,0.8672185,4
237,15,-44,0.51528496,3
238,15,-43,0.85352784,4
239,15,-42,0.37685773,2
211,5,-42,0.77265483,4
213,6,-39,0.4114086,2
101,0,-29,0.89092094,4
208,3,-24,0.53961354,3
224,9,-19,0.77265483,4
248,21,-19,0.3517471,2
259,26,-17,0.5215299,3
265,27,-16,0.8414825,4
270,28,-15,0.3472686,2
260,26,-22,0.32427222,2
264,27,-22,0.48798242,2
269,28,-27,0.10551386,1
263,27,-28,0.6750675,3
262,27,-31,0.8143761,4
261,27,-32,0.20589846,1
272,29,-35,0.26043504,2
215,7,-34,0.5836199,3
216,7,-31,0.8715204,4
209,5,-29,0.49175593,2
221,9,-31,0.38135538,2
222,9,-30,0.10590328,1
227,12,-28,0.38460112,2
245,19,-27,0.55229086,3
253,23,-30,0.58011365,3
273,30,-29,0.22259694,1
276,31,-29,0.4119645,2
282,33,-28,0.10844094,1
286,36,-28,0.17620891,1
247,21,-25,0.39859852,2
223,9,-25,0.5954002,3
219,8,-23,0.49843755,2
210,5,-19,0.6773665,3
204,1,-43,0.8773403,4
100,-2,-44,0.8314933,4
233,14,-44,0.40551716,2
232,14,-45,0.16962779,1
236,15,-45,0.26538336,2
234,14,-42,0.08338536,1
235,14,-41,0.2665475,2
231,13,-40,0.2588567,2
220,9,-37,0.3914499,2
214,7,-38,0.16544195,1
217,7,-12,0.32366037,2
93,-1,-5,0.83340895,4
228,12,-5,0.32846826,2
230,13,-7,0.21040723,1
246,19,-10,0.7830047,4
258,25,-7,0.32111862,2
302,44,-4,0.36470032,2
305,46,-6,0.2606714,2
296,42,-11,0.37165812,2
295,42,-12,0.67266285,3
293,42,-18,0.3973301,2
299,43,-19,0.06854071,1
301,44,-26,0.75573426,4
298,43,-34,0.17205605,1
300,44,-34,0.2801511,2
303,46,-35,0.26166224,2
242,17,-40,0.084436536,1
206,3,-44,0.07444675,1
205,2,-46,0.3526629,2
207,3,-41,0.14874169,1
229,13,-23,0.16754657,1
250,22,-22,0.11674636,1
257,24,-21,0.076760165,1
251,22,-16,0.069883436,1
266,27,-5,0.1796928,1
280,32,-7,0.30650476,2
278,31,-8,0.25410068,2
275,30,-14,0.22921392,1
287,36,-21,0.2747161,2
285,35,-13,0.53620315,3
249,22,-30,0.07290711,1
212,6,-35,0.08030343,1
225,9,-16,0.13416603,1
218,7,-3,0.19760877,1
200,0,-12,0.124921724,1
