92,-7,-1,0.88616604,4
176,-10,1,0.34490702,2
177,-10,5,0.8625903,4
178,-10,10,0.7686463,4
189,-7,16,0.62981427,3
201,0,26,0.51945496,3
197,-2,30,0.5921271,3
195,-4,30,0.29020914,2
171,-13,35,0.17458394,1
164,-18,37,0.4049544,2
162,-21,37,0.79398006,4
160,-22,38,0.8331457,4
149,-28,41,0.69319636,3
147,-28,46,0.8440331,4
151,-27,45,0.6968697,3
161,-21,43,0.5781484,3
169,-15,40,0.814294,4
170,-14,42,0.7638635,4
183,-9,47,0.5684212,3
182,-9,44,0.22103757,1
181,-9,34,0.11891152,1
175,-11,31,0.75028956,4
190,-7,30,0.76314294,4
180,-10,29,0.624807,3
174,-11,26,0.50328225,3
179,-10,22,0.44977185,2
188,-7,6,0.69641316,3
187,-7,5,0.19048992,1
184,-8,3,0.332681,2
185,-8,5,0.16514835,1
173,-11,13,0.8199391,4
172,-12,13,0.6782739,3
150,-27,17,0.85378253,4
146,-28,13,0.31036258,2
153,-26,11,0.50844115,3
145,-28,9,0.73214006,3
152,-26,5,0.411489,2
155,-24,5,0.83058363,4
85,-22,-2,0.83340895,4
131,-36,1,0.38059077,2
123,-40,9,0.80350107,4
110,-44,16,0.781481,4
102,-46,16,0.8778326,4
118,-42,20,0.39436775,2
128,-37,24,0.83389753,4
135,-34,34,0.76092035,4
139,-31,34,0.72790474,3
140,-30,33,0.37860724,2
148,-28,32,0.54105896,3
142,-29,30,0.6856696,3
154,-25,31,0.545244,3
159,-22,29,0.88413507,4
166,-17,39,0.4233873,2
158,-23,40,0.35301661,2
144,-29,42,0.4713866,2
141,-30,41,0.09029141,1
143,-29,38,0.07951611,1
136,-32,36,0.5199322,3
134,-34,30,0.12938923,1
138,-31,25,0.300344,2
137,-31,24,0.22317061,1
132,-36,23,0.25514683,2
111,-44,20,0.3049289,2
112,-44,21,0.6709107,3
103,-46,27,0.28139004,2
104,-46,28,0.43511742,2
119,-42,30,0.100312054,1
113,-43,33,0.78696036,4
108,-45,33,0.18732464,1
121,-41,37,0.5078172,3
114,-43,37,0.28012234,2
105,-46,38,0.6933123,3
106,-46,39,0.07544707,1
107,-46,41,0.16194354,1
122,-41,45,0.7629893,4
126,-40,42,0.40859234,2
127,-38,42,0.14765531,1
133,-35,47,0.4038268,2
130,-37,42,0.37730905,2
129,-37,37,0.8815412,4
157,-23,8,0.121624075,1
167,-16,3,0.38775384,2
163,-19,11,0.11463743,1
168,-15,22,0.38231102,2
196,-3,26,0.16225457,1
193,-6,28,0.310693,2
202,0,34,0.25147355,2
381,1,38,0.12656793,1
198,-1,38,0.22050875,1
199,-1,42,0.2698314,2
203,0,43,0.7170132,3
186,-8,44,0.20296973,1
191,-7,38,0.27447927,2
165,-18,38,0.1770432,1
125,-40,12,0.433145,2
117,-42,12,0.16623724,1
124,-40,10,0.23358801,1
116,-42,7,0.12047001,1
115,-42,5,0.33202434,2
120,-41,4,0.38850734,2
109,-44,1,0.10838484,1
192,-6,1,0.21179467,1
380,1,20,0.24804461,1
156,-24,47,0.15372069,1
194,-4,14,0.10500265,1
